"","ME13","ME25","ME47","ME30","ME55","ME9","ME42","ME10","ME16","ME1","ME5","ME27","ME34","ME45","ME33","ME48","ME22","ME24","ME31","ME40","ME18","ME29","ME20","ME49","ME11","ME17","ME41","ME43","ME2","ME8","ME26","ME4","ME12","ME32","ME38","ME14","ME23","ME7","ME37","ME6","ME39","ME35","ME54","ME3","ME21","ME36","ME53","ME15","ME44","ME51","ME52","ME19","ME28","ME50","ME46","ME56","ME0"
"1",0.33741237729495,0.243113634762049,0.31374893364201,0.503718736710334,0.624309273493456,-0.0495555905721405,-0.228509819940423,0.00671637054764002,-0.0487294740450248,0.38941879840844,0.306100469116071,-0.152750193165557,-0.307888832961416,-0.222594567695463,-0.164198338305226,-0.220787640795021,0.445728773386303,0.100979079098556,0.376455911461567,0.0934074893640574,-0.118363017850568,-0.272340027502387,-0.241396443663365,-0.396286471942864,0.346401624151725,-0.163027502094659,0.0620965833045505,0.124035681540486,-0.194254884892074,0.182410320863717,-0.125158322141085,-0.128959013031261,0.405533477150089,0.101416939739714,0.347688211108705,0.15777920258104,-0.175842199758361,-0.286071624284719,-0.306797561085219,-0.313536350228133,-0.254955846970223,-0.315907360724215,-0.342461092415876,-0.248726943820383,-0.0710241553476632,0.205521818903107,0.415901111625204,-0.151166279716546,-0.0392093078988013,0.19626410321694,0.395261790656861,0.422825993968855,0.366816913174611,0.303485318408603,0.230724063068838,0.341397234696678,0.339807827052346
"2",-0.220439479787403,0.0713496639721194,0.427798760764374,0.0292889150229739,0.19644460941745,-0.00478341649166569,-0.200289781585345,0.0516369160941436,0.384928635414501,0.342968008984355,0.506646778234849,-0.159300315756595,-0.216359386176904,0.00804856890416905,-0.146706041136572,0.137813553123397,-0.24671440329334,-0.274467239415407,-0.304358362210107,-0.175574268416655,0.482983764126847,0.260878568305071,-0.108183387010661,0.119402112432451,-0.103264866530319,0.318644510485998,0.337973575223066,0.297266288881515,-0.31059178938866,-0.287689492552198,-0.220632440691624,-0.213086170205425,0.252037728822283,0.0732208933094096,-0.00813595158507363,0.00250805707140633,0.342343445883507,-0.280647257431176,-0.18010010063869,-0.0478084066422992,-0.217124928887652,-0.304657119929482,-0.303339135272387,0.250528687385251,0.273454346353581,0.543097043449,0.143783907610022,-0.152263697307629,-0.276997688922334,-0.324949029553449,-0.390430927052142,-0.124336427047285,0.174534540407932,0.070647141789825,-0.224288067995047,-0.288782500768046,0.302305455382043
"3",-0.261422721023175,-0.362122598231908,-0.202016616711752,-0.25165787564275,-0.107879798990968,0.243567343376883,-0.0068456656801188,0.32035020522575,0.200920956648453,0.410504594424844,0.194435416580539,-0.0816918367398589,0.312007474927943,0.0641643444336438,0.295318074087155,-0.0200817708098471,0.0838580497771629,0.41294382912203,0.428690308070596,0.128772803740175,-0.0763270780131266,0.297798168262658,0.492859004418375,0.282822353799446,-0.222352756294048,-0.203500115136629,-0.379830466749308,-0.370593362783755,-0.182730089026355,-0.301565929956786,-0.313690974789878,-0.290035731389742,0.0356028108823736,-0.285853623615469,-0.0781556002521519,-0.196243446690495,-0.303764689093412,0.0430696006803896,0.0407609918728731,0.307216939121114,0.378639107767431,-0.293317187325138,-0.269932984541534,0.351524639928567,0.271051350430043,0.0634536973859516,0.0526112437186623,0.330874579007566,0.223873883046743,0.0665672268219986,0.27809868779384,-0.231159970354938,-0.258689834549142,-0.412786737563297,-0.300938976834964,-0.264291846135276,0.261710718319221
"4",-0.225128251542205,-0.233266958405508,-0.220014152088463,-0.323266076924951,-0.266954151651452,0.368958638065917,0.120807139314544,0.472593561203908,0.567210935104301,0.359474171111516,0.310811930351211,0.487891171739044,0.321576143101063,-0.169197780726222,-0.255908948211451,-0.162951211372397,0.1032735906311,-0.236710554136287,-0.137810081441192,0.028289295319179,-0.146072201926258,-0.144519749658556,-0.0255248736729955,0.0625007071150646,0.483790044115295,-0.116601563462564,0.422642554691338,0.187732478274329,0.145329918902677,-0.186111269019831,0.110275905497874,-0.266064889013283,-0.0634450683525422,-0.216961638612388,-0.258015635372459,0.315886743864664,0.383211227730809,0.355439835564611,0.414893167066384,0.437965332952716,0.232003936290557,-0.235717801660857,-0.0614530349227033,0.201437561973912,-0.0703210150521118,-0.193165814010941,-0.260957109228142,-0.172289616897578,0.171276935386381,0.465279339708149,0.13332322443619,-0.0554585839125915,-0.210873216386957,-0.016647835072763,0.33040592878233,-0.0463810899987384,-0.111288346638808
"5",-0.0230669023626026,-0.186836396161468,-0.316144056486598,-0.236039305196747,-0.309705300942504,0.244975829713896,0.239445145244474,0.501969527259852,0.117476405293289,0.0761703401087185,-0.178019642177047,-0.199015811539946,-0.311009408240538,0.0422013109569508,0.433637074685938,0.361148015639709,-0.281555640184671,0.228893851566439,-0.085250125466365,-0.25629871423701,-0.171135863821465,-0.294951252039875,-0.262605596497823,-0.464311847998461,-0.21150988276046,0.42294536801188,-0.0955494240350676,0.151709507375991,0.370279693766627,0.224242042040677,0.160246870195298,-0.285920616347657,-0.265199680392819,-0.362425251011002,-0.332684338969898,-0.31774949665726,-0.265177105129745,0.246695939171331,0.348833770947849,-0.141263353222028,0.200135665047315,-0.228630012337546,-0.0677915086355902,-0.310822610415954,-0.319303657663882,-0.358133993478476,-0.315724344829385,-0.223374749233713,-0.387590136875662,-0.432498270939046,-0.338008566569107,0.483269621432458,0.335426230463599,0.313493672085346,0.0941699644128909,0.488862921193592,-0.254971086674156
"6",0.546129036625629,0.414579407582428,0.148783119124836,0.239199272500778,-0.0596182279750508,0.383099678046208,0.397417012872589,0.121255993913993,0.24578176945645,-0.0529294698897858,-0.107634256269006,-0.154150608372417,-0.160315082843914,-0.0719592977384696,-0.216359166885039,-0.236926082060967,0.386415627265219,-0.0655063090934122,0.123952992395463,0.318600866488303,0.448534056130923,0.231837023598238,-0.0712246889291051,0.0887899899096625,-0.0945360466640544,-0.193056446973569,-0.205159066431761,-0.291551898999392,0.0724044064517892,0.32615419220476,0.444203708755155,-0.202681490081087,-0.259635186265781,-0.214557953236378,-0.316220031521052,0.157421518657899,-0.0408879729304598,-0.150452033496457,-0.24581945141832,-0.280044270641742,-0.251834053490958,0.0363255606880671,0.360942213222865,-0.29606571642115,-0.25477652877363,-0.198704864410585,-0.264465245785282,0.338823106287115,0.360840619832508,0.107332999956597,0.113113533771051,-0.104277383835282,0.107978547606636,0.0265403617572016,-0.253509441454901,-0.265075153776325,0.039023297700057
"7",0.174069813783079,0.116320240542407,0.174773329195457,0.445557053342938,0.453915611490332,0.228569278741154,0.446119594525682,-0.0896298507783558,-0.20170651538605,-0.24193267422467,-0.328471639411157,-0.117338712834393,0.0907090981417179,-0.175665148133463,-0.0503823345833694,-0.00630896922552258,-0.311261514504136,-0.204257860394584,-0.279989366349752,-0.325010478710757,-0.122728337798897,0.170860453764939,0.275272522073334,0.222108618397753,0.161980004804688,-0.201839889814371,-0.0413374942475239,-0.0584155302046671,-0.242056998993556,0.0476102240628371,-0.18148134164522,-0.189467420161,-0.359300352981313,-0.290877217861698,-0.258832352430267,-0.203333609522773,-0.0296157334598464,-0.326859573382274,-0.365773601448271,-0.357889055695116,-0.272975700783244,0.189078919583886,0.326041427772603,-0.29641891649757,-0.166383790433496,0.0696244538082609,0.339902768937428,-0.241021155868035,-0.155284284044705,0.155831080918333,0.159746189243867,-0.244949114173333,-0.287833769241864,-0.41825971346358,-0.320448144245537,-0.220439289099921,0.23419424111092
"8",-0.222658718566418,0.187386419603613,0.445252063420085,0.0218617843752249,0.164676599984254,0.0269714490070438,0.20833830840025,-0.192226939694418,-0.18533473735202,-0.308576503003828,-0.317953788454765,0.488977147807633,0.252653300566503,0.236577570751464,0.0061867428242153,-0.120823468281556,0.212977643208746,0.311766935714318,0.395272690590622,0.532174484874062,-0.225680482427181,-0.277970680756645,-0.132712892076163,-0.00161151304040719,-0.17307166206615,0.297271278142185,0.322227095479562,0.292861505202873,-0.312033533441961,-0.260206249153779,-0.278578867476939,0.0631833257831004,-0.324927779924304,-0.0609179643945855,-0.313918939236556,-0.193024660832354,-0.311833246479283,-0.304746197394704,-0.271146328343668,-0.100478877093401,-0.318242353680324,0.382008042844321,0.483390620203115,0.248008785341995,0.425654995596827,0.518853516371004,0.270770474936821,-0.256099772564667,-0.345477130560016,-0.384842879004693,-0.449239142040407,-0.186811975120841,-0.336407804571001,-0.0213012920670544,0.288663817278843,0.217708811361334,0.34487646599969
"9",-0.279842246507747,-0.40662245558338,-0.312743345102004,-0.270530008793642,-0.146843617152526,-0.241153998356121,0.118054055551662,-0.35305044085157,-0.41843016610766,-0.381310547904832,-0.430932173163389,-0.318169658225463,-0.44462821962542,-0.416806340900375,-0.381756336962524,-0.345930673448972,-0.309558655570648,-0.455895887299168,-0.43641949819632,-0.439927165864674,-0.291644833729258,-0.431055668987978,-0.374678327948712,-0.536082542935388,-0.364235461600301,-0.341102142590655,-0.456549828718954,-0.509006472101622,-0.300347646634172,-0.37208013510967,-0.439708312952564,0.384019958807868,-0.284985357878503,-0.0644698009776442,0.264995477148672,0.360475999726732,0.521443990405566,-0.0666792777690924,0.231638342772381,0.240260521812026,0.468344712002843,0.497410688163768,0.2537192173337,0.358827412926473,0.535100464011931,0.0609872792037304,0.40859803402806,0.460635390200665,0.325036141160709,0.0472464670517671,0.345872793803558,0.558588835469141,0.441009931763148,0.452863683270337,0.348223202566282,0.381509485981289,0.00708496240388329
"10",-0.233917669962726,-0.232919338103172,-0.249543827171712,-0.306559220404103,-0.224275281626266,-0.351993987150506,-0.2507259004892,-0.280332754452399,-0.24965536242543,-0.259218175811524,-0.126101944316503,-0.183849652077517,-0.202415490451317,0.569007830946354,0.493051407713506,0.357600671093535,-0.115768764381492,0.457733730493969,0.242542935475328,0.379292589766575,0.538681475115808,0.305100212297645,-0.0644098929854671,0.12837204238294,0.52907102885352,-0.143442311467093,0.360388009170378,0.19826417220423,0.185695243218265,-0.201053837402085,0.159771311932648,0.441065218174425,0.0828315335478102,0.465817500322802,0.126678125911079,-0.326372524056922,-0.313659809402174,0.408414433614786,0.467511635085948,0.484682881904802,0.100053891446497,0.400382397077769,0.160844019227374,0.301847937653126,-0.0249958537109773,-0.199679306073188,-0.229135755383362,-0.174324852550795,0.168357419446848,0.363345553976627,0.0266427166471838,-0.140751714319704,0.225693142136384,0.14602537249427,-0.257171076503407,-0.248504831445422,-0.418500086699049
"11",-0.0438156672675467,-0.12137833255896,-0.324430563612674,-0.134911949564883,-0.288015738704821,-0.415578970863836,-0.38643488219244,-0.275840738708774,-0.294661428077617,-0.135065762212942,-0.0672360815138455,-0.104879217952282,0.371037074789078,-0.330058927846073,-0.300094319051325,-0.33152263850961,0.364272411096607,-0.27376804533166,-0.116092230718918,-0.210345944727333,-0.119032654464547,0.401364175194146,0.604961187376999,0.398761172747348,-0.202140773183991,0.537551287424327,-0.0909546693154563,0.326355475211468,0.599956572228137,0.484316979371313,0.204095683747741,0.488346040964791,0.411615835370023,0.391157073211692,0.446830334209323,0.549433649431187,0.260577949919025,0.490186869871775,0.0534507687446945,0.0553965399802116,0.26796435388587,0.0223361404536951,-0.229989234240956,-0.259609283272819,-0.298689830737376,-0.306317478998126,-0.284861866331387,-0.236970225882961,-0.398832183087823,-0.348954616423237,-0.341956642792784,-0.247849012703868,-0.314111644097593,-0.479764773259213,-0.320140646179855,-0.283476192293048,-0.471627979545528
"12",0.452680429316163,0.51039671258178,0.114536355026441,0.283338674574826,-0.0360539773419025,-0.433076253516833,-0.457375206021673,-0.283441849759769,-0.117801018523192,-0.199502779990287,0.238354931023043,0.494277687117354,0.294633328773203,0.466282437047483,0.287212185824691,0.588770214647251,-0.331667117430852,-0.00171153032479269,-0.206995173610922,-0.0733809575959227,-0.199214825342276,-0.247001222477255,-0.0923566110844187,0.0955353791324542,-0.150131252825904,-0.21384247252485,-0.235946868370825,-0.348657844601456,0.168349107809286,0.343973154651044,0.480656779568593,0.199600786499271,0.369872040022684,0.464451043125546,0.379770700989677,-0.306781433573125,-0.0667958576856257,-0.128350715144467,-0.187451633555962,-0.28450190224815,-0.332008782628112,-0.149312266834268,-0.309970507730611,-0.300531554781446,-0.299766324673245,-0.205536352149737,-0.276423219298639,0.477177274526577,0.354005732516152,0.0893780242700143,0.0675763421018897,-0.129090269402612,-0.243543036705753,0.0357048016203254,0.384309377104528,0.187472450283884,-0.272615468410618
